pert_id	inchikey	block1
BRD-K80890401	LVUSIZZVUUASSP-JXXFODFXSA-N	LVUSIZZVUUASSP
BRD-K80893668	RGLUKSSVDYQFDC-MELADBBJSA-N	RGLUKSSVDYQFDC
BRD-K80907598	ZQHFVYJIDWKTHE-FQEVSTJZSA-N	ZQHFVYJIDWKTHE
BRD-K80913219	XBLMBZLFERXHHT-GSDHBNRESA-N	XBLMBZLFERXHHT
BRD-K80926963	UCQARJGLVBPITC-HKBOAZHASA-N	UCQARJGLVBPITC
BRD-K80932888	BIFUFKYMXIZDEA-WHSLLNHNSA-N	BIFUFKYMXIZDEA
BRD-K80940272	ZSBYESKXZOGBOW-XYPVVTQSSA-N	ZSBYESKXZOGBOW
BRD-K80946661	PDAYUJSOJIMKIS-SNAWJCMRSA-N	PDAYUJSOJIMKIS
BRD-K80954162	YVJGPPMIPDJUMP-CLFOAKAGSA-N	YVJGPPMIPDJUMP
BRD-K80962769	GKCFPCSHMYQKJY-UHFFFAOYSA-N	GKCFPCSHMYQKJY
BRD-K80970344	VSWDORGPIHIGNW-UHFFFAOYSA-N	VSWDORGPIHIGNW
BRD-K80972048	HAFZNLNPILCNAL-WJQRCLFPSA-N	HAFZNLNPILCNAL
BRD-K80976693	YDHXSWOLXDIZHC-RETDLFGGSA-N	YDHXSWOLXDIZHC
BRD-K80981391	NCHNHYZMDUFVHL-WJVGCGPXSA-N	NCHNHYZMDUFVHL
BRD-K80988607	BIPWQDPXNYPYPT-WOGXIUBCSA-N	BIPWQDPXNYPYPT
BRD-K80991460	AHPRIPWQPCWYIR-YPAWHYETSA-N	AHPRIPWQPCWYIR
BRD-K80995081	FOLOUAULJSJVDY-IPYPFGDCSA-N	FOLOUAULJSJVDY
BRD-K80998388	KLEFMXRWIUTPPC-NKPLSRDGSA-N	KLEFMXRWIUTPPC
BRD-K80999199	AVGQIEGBBUBHIP-KKUMJFAQSA-N	AVGQIEGBBUBHIP
BRD-K81001086	SYLKGLMBLAAGSC-LUQKVYGDSA-O	SYLKGLMBLAAGSC
BRD-K81019664	HWTLLAZAXGMWGF-GIFXNVAJSA-N	HWTLLAZAXGMWGF
BRD-K81029756	HSUGRBWQSSZJOP-LEWJYISDSA-N	HSUGRBWQSSZJOP
BRD-K81029835	BUWFSNNSDIMSNN-QHCPKHFHSA-N	BUWFSNNSDIMSNN
BRD-K81031294	WDKRTTJBBIHHEL-QHCPKHFHSA-N	WDKRTTJBBIHHEL
BRD-K81036566	YPMHUUPJSIUGKO-WBVHZDCISA-N	YPMHUUPJSIUGKO
BRD-K81042289	QZCZRKJJOTUXQW-JBYIUTFZSA-N	QZCZRKJJOTUXQW
BRD-K81052803	MQKDKSGZCVNGPN-XMMPIXPASA-N	MQKDKSGZCVNGPN
BRD-K81054062	NDSDOOPKNRYURC-JFJDKTSWSA-N	NDSDOOPKNRYURC
BRD-K81060234	ZUUUVKJMPUIRPC-AWVRMFGXSA-N	ZUUUVKJMPUIRPC
BRD-K81062487	WBWWGRHZICKQGZ-HZAMXZRMSA-N	WBWWGRHZICKQGZ
BRD-K81068628	BNEDOCMZXPXXCZ-PDSXEYIOSA-N	BNEDOCMZXPXXCZ
BRD-K81079621	FCIZOZRMZMLHQR-OASJLCFRSA-N	FCIZOZRMZMLHQR
BRD-K81080300	SOBUUYUTYHYENZ-LGVUCKNBSA-N	SOBUUYUTYHYENZ
BRD-K81091703	WSPOMRSOLSGNFJ-UHFFFAOYSA-N	WSPOMRSOLSGNFJ
BRD-K81109082	KFOACEMMMUKWEO-AIVLZAJPSA-N	KFOACEMMMUKWEO
BRD-K81112982	KFDLRFOLOVMTJG-APTRMMRNSA-N	KFDLRFOLOVMTJG
BRD-K81119027	LSSVJSWFNBODOJ-HXUWFJFHSA-N	LSSVJSWFNBODOJ
BRD-K81121951	MNWVVWQDNRNIMM-ZYLNGJIFSA-N	MNWVVWQDNRNIMM
BRD-K81123598	UCQARJGLVBPITC-NJDAHSKKSA-N	UCQARJGLVBPITC
BRD-K81128206	VWLHWLSRQJQWRG-UHFFFAOYSA-O	VWLHWLSRQJQWRG
BRD-K81131579	JVHWMDYUDFIPKY-OSOCVKALSA-N	JVHWMDYUDFIPKY
BRD-K81140509	DHNAZJFKQHWVTC-VWKPWSFCSA-N	DHNAZJFKQHWVTC
BRD-K81141085	BIPWQDPXNYPYPT-SRGWNRLKSA-N	BIPWQDPXNYPYPT
BRD-K81142122	HDXJYJIPXWVRSM-UHFFFAOYSA-N	HDXJYJIPXWVRSM
BRD-K81144366	VRYMTAVOXVTQEF-UHFFFAOYSA-N	VRYMTAVOXVTQEF
BRD-K81146041	QJDNWBNBGNMAFV-CMKODMSKSA-N	QJDNWBNBGNMAFV
BRD-K81146569	VKNJKBHMVFHNAY-KOUNCHBCSA-N	VKNJKBHMVFHNAY
BRD-K81156227	RNFNRXMTASYMQO-LIIBOVGXSA-N	RNFNRXMTASYMQO
BRD-K81164606	NYKFFZXKZNVNOG-AABGKKOBSA-N	NYKFFZXKZNVNOG
BRD-K81169441	SEERZIQQUAZTOL-ANMDKAQQSA-N	SEERZIQQUAZTOL
BRD-K81189877	ONEMPWMAPHHZJV-PWIZWCRZSA-N	ONEMPWMAPHHZJV
BRD-K81202141	UMFBOOTUKJSJFJ-ARNLJNQMSA-N	UMFBOOTUKJSJFJ
BRD-K81209159	LIIALPBMIOVAHH-UHFFFAOYSA-N	LIIALPBMIOVAHH
BRD-K81209512	HKHOVJYOELRGMV-UHFFFAOYSA-N	HKHOVJYOELRGMV
BRD-K81210389	TXUWUZPRXHXNFD-BKFWDETESA-N	TXUWUZPRXHXNFD
BRD-K81214387	SJIKRFDEDZMKSG-UHFFFAOYSA-N	SJIKRFDEDZMKSG
BRD-K81218586	SPNWIHHPPMUGLU-JVAKCPTJSA-N	SPNWIHHPPMUGLU
BRD-K81224183	QMNNXCXXHUAUDR-DAYGRLMNSA-N	QMNNXCXXHUAUDR
BRD-K81225797	UTLPKQYUXOEJIL-UHFFFAOYSA-N	UTLPKQYUXOEJIL
BRD-K81227048	PGTSYWHDAVLXFN-HSZRJFAPSA-N	PGTSYWHDAVLXFN
BRD-K81249055	ZCUGYRQXJWLUBG-SANMLTNESA-N	ZCUGYRQXJWLUBG
BRD-K81249836	UHIMEEWAODCTDO-GQSFTSTFSA-N	UHIMEEWAODCTDO
BRD-K81255325	VUUAIJROGNUMQQ-UHFFFAOYSA-N	VUUAIJROGNUMQQ
BRD-K81258678	DFBIRQPKNDILPW-LKUXBXJISA-N	DFBIRQPKNDILPW
BRD-K81261525	NNJLFCAFAGGWML-SSTHFAAESA-N	NNJLFCAFAGGWML
BRD-K81272440	OZOMQRBLCMDCEG-VIZOYTHASA-N	OZOMQRBLCMDCEG
BRD-K81284476	YDHFMTCRVQBOGL-SXQFCJCFSA-N	YDHFMTCRVQBOGL
BRD-K81288057	INJNPRWYOQJIJD-ILWGZMRPSA-N	INJNPRWYOQJIJD
BRD-K81291261	JEPVQKOMBMDDOB-OUDXUNEISA-N	JEPVQKOMBMDDOB
BRD-K81300454	OAQSAGQLIQQSON-UHFFFAOYSA-N	OAQSAGQLIQQSON
BRD-K81311598	ZYIFQCDKNKHSCQ-KXTWHKPSSA-N	ZYIFQCDKNKHSCQ
BRD-K81312543	NAOWZUCOFVWKRA-LQRYNWHISA-N	NAOWZUCOFVWKRA
BRD-K81313552	DEMYDUHFZZUBGL-UHFFFAOYSA-N	DEMYDUHFZZUBGL
BRD-K81313903	XYJNBNRQTGEDGH-JWUQWVJQSA-N	XYJNBNRQTGEDGH
BRD-K81314178	JVKHVZTXTKKTRY-RPBOFIJWSA-N	JVKHVZTXTKKTRY
BRD-K81331655	XHIYWAJDGXOPCH-OBZNHSRCSA-N	XHIYWAJDGXOPCH
BRD-K81332148	RLXZBURZGJBDKR-MEYXWREJSA-N	RLXZBURZGJBDKR
BRD-K81332205	ZFRPCBGONKGXGW-IQLGONJTSA-N	ZFRPCBGONKGXGW
BRD-K81332461	DTXXSJZBSTYZKE-OXMAATCFSA-N	DTXXSJZBSTYZKE
BRD-K81335986	HHICFGIPIZLVAV-DEOSSOPVSA-N	HHICFGIPIZLVAV
BRD-K81363924	CGCMBOVQMWYHMO-XPNTWCBSSA-N	CGCMBOVQMWYHMO
BRD-K81365078	OCAUOKFPSQKCAA-UHFFFAOYSA-N	OCAUOKFPSQKCAA
BRD-K81365479	MTAIFDHMXJWVCS-SLWXAUBPSA-N	MTAIFDHMXJWVCS
BRD-K81373254	ZNXYRHHWSDGXHP-IPVFLDMMSA-N	ZNXYRHHWSDGXHP
BRD-K81376179	FSPQCTGGIANIJZ-UHFFFAOYSA-N	FSPQCTGGIANIJZ
BRD-K81392055	VGVIGMMHZQAXDN-JXQFQVJHSA-N	VGVIGMMHZQAXDN
BRD-K81397638	UFMJAGNPIYFMFZ-UHFFFAOYSA-N	UFMJAGNPIYFMFZ
BRD-K81403739	ZWMNFEZEGHFZOH-BVFVYWQFSA-N	ZWMNFEZEGHFZOH
BRD-K81408913	KBIWILBYYQSWIL-RUZDIDTESA-N	KBIWILBYYQSWIL
BRD-K81415316	QNPXTRYBNJAKIP-SHRQFBHGSA-N	QNPXTRYBNJAKIP
BRD-K81417919	XQVZVPLVZQHPJK-YIBRGFOOSA-N	XQVZVPLVZQHPJK
BRD-K81418486	WAEXFXRVDQXREF-UHFFFAOYSA-N	WAEXFXRVDQXREF
BRD-K81438145	UELXIDKHDZHDNE-CHWIKRQMSA-N	UELXIDKHDZHDNE
BRD-K81438250	XYLRKRISJMFHFX-ZGFYZEPBSA-N	XYLRKRISJMFHFX
BRD-K81440797	KNZOATPLJIEOET-UXGLMHHASA-N	KNZOATPLJIEOET
BRD-K81441552	QKKZXYRDUGFEDQ-UHFFFAOYSA-N	QKKZXYRDUGFEDQ
BRD-K81458380	MUOKSQABCJCOPU-UHFFFAOYSA-N	MUOKSQABCJCOPU
BRD-K81461172	OPCOPDBCCFUTHV-YDXRHMNESA-N	OPCOPDBCCFUTHV
BRD-K81464255	JPQXACXLPZYWDI-CEYNDMKZSA-N	JPQXACXLPZYWDI
BRD-K81468789	RKZCTJVPZQLRIW-VXSCBNMQSA-N	RKZCTJVPZQLRIW
BRD-K81469015	NKQAAYWFAXXNHR-QZNHQXDQSA-N	NKQAAYWFAXXNHR
BRD-K81473043	AYUNIORJHRXIBJ-TXHRRWQRSA-N	AYUNIORJHRXIBJ
BRD-K81473089	YLJREFDVOIBQDA-UHFFFAOYSA-N	YLJREFDVOIBQDA
BRD-K81476029	GNOSXJXTVJBPTF-PJIZGREPSA-N	GNOSXJXTVJBPTF
BRD-K81496150	BVXYTNIWYSYKAL-RXDUGQIKSA-N	BVXYTNIWYSYKAL
BRD-K81500599	LOZLRLJAQRKGRP-QFIPXVFZSA-N	LOZLRLJAQRKGRP
BRD-K81514393	NWAOHTRJRZZISF-DXCNDIKUSA-N	NWAOHTRJRZZISF
BRD-K81521265	ADFXKUOMJKEIND-UHFFFAOYSA-N	ADFXKUOMJKEIND
BRD-K81524996	MHVUCJBQMPKDOC-OAQYLSRUSA-N	MHVUCJBQMPKDOC
BRD-K81527737	XYLRKRISJMFHFX-DIMUUIPOSA-N	XYLRKRISJMFHFX
BRD-K81528515	HHZIURLSWUIHRB-UHFFFAOYSA-N	HHZIURLSWUIHRB
BRD-K81538844	IEWYEWDDQWYJLU-UHFFFAOYSA-N	IEWYEWDDQWYJLU
BRD-K81543190	GFIPGJIGSRXJBU-USHXRURQSA-N	GFIPGJIGSRXJBU
BRD-K81545342	ITUDOLAPOXZKHG-IXFSTUDKSA-N	ITUDOLAPOXZKHG
BRD-K81550430	JSXPQFTUYQRARG-DHIUTWEWSA-N	JSXPQFTUYQRARG
BRD-K81554246	COIGCJCCSTWSLX-NXMSCROESA-N	COIGCJCCSTWSLX
BRD-K81559336	QYROUQDLUMQXKE-JBACZVJFSA-N	QYROUQDLUMQXKE
BRD-K81574109	BIPWQDPXNYPYPT-XVTZWQNCSA-N	BIPWQDPXNYPYPT
BRD-K81582767	CRNISVWSFUFTQR-MSUVVHHUSA-N	CRNISVWSFUFTQR
BRD-K81592585	GEPQSEIVCGMSGO-DWAIMSSFSA-N	GEPQSEIVCGMSGO
BRD-K81600610	SCOMHRCFKVOFLZ-NGRWLJPCSA-N	SCOMHRCFKVOFLZ
BRD-K81601344	WDZCUPBHRAEYDL-HJTBMZGUSA-N	WDZCUPBHRAEYDL
BRD-K81605832	LOVFADHEILTMJX-OWCLPIDISA-N	LOVFADHEILTMJX
BRD-K81606899	FAXXRWNSKSYYIM-WJONJSRFSA-N	FAXXRWNSKSYYIM
BRD-K81609421	VKXNTUJPHDQKGO-UHFFFAOYSA-N	VKXNTUJPHDQKGO
BRD-K81614512	KSTCOTQDIKKEAC-LJQANCHMSA-N	KSTCOTQDIKKEAC
BRD-K81631939	USKATFAIQYPQIB-LZLYRXPVSA-N	USKATFAIQYPQIB
BRD-K81633055	JOHFECBOWRGWJZ-UHFFFAOYSA-N	JOHFECBOWRGWJZ
BRD-K81636483	LURAPRBVZDLHCY-RFXCRVDXSA-N	LURAPRBVZDLHCY
BRD-K81641277	VRPVHEJOGHTQDQ-NOOIUNMQSA-N	VRPVHEJOGHTQDQ
BRD-K81646882	HDXBPNDJZFTSGZ-CXDLDTBJSA-N	HDXBPNDJZFTSGZ
BRD-K81647657	ZPBYVFQJHWLTFB-UHFFFAOYSA-N	ZPBYVFQJHWLTFB
BRD-K81651477	KTEXNACQROZXEV-ZRPLFPEYSA-N	KTEXNACQROZXEV
BRD-K81654062	RSLDQNPUEWIABH-OSLPKHIKSA-N	RSLDQNPUEWIABH
BRD-K81658138	LYYREMJMDQKNES-IAAVTCLWSA-N	LYYREMJMDQKNES
BRD-K81658952	UAPJRYKULVRBJS-PYTYSOFPSA-N	UAPJRYKULVRBJS
BRD-K81662460	UIBIEJVTTJAUBZ-CJCBTBSHSA-N	UIBIEJVTTJAUBZ
BRD-K81665681	VMFBELCAXNXFGD-JALBGMRZSA-N	VMFBELCAXNXFGD
BRD-K81666293	AVCDQRNGDYLZTC-JYRKZWEQSA-N	AVCDQRNGDYLZTC
BRD-K81672972	PXGPLTODNUVGFL-YNNPMVKQSA-N	PXGPLTODNUVGFL
BRD-K81674214	CUJGJHGFROPBKV-BKULYWANSA-N	CUJGJHGFROPBKV
BRD-K81678234	UAPJRYKULVRBJS-ASASOQJESA-N	UAPJRYKULVRBJS
BRD-K81690566	OTQITBZNUIGQCO-RYUDHWBXSA-N	OTQITBZNUIGQCO
BRD-K81694556	NXWASIVXQMMPLM-ZXMXYHOLSA-N	NXWASIVXQMMPLM
BRD-K81699431	MRUYUJCJGOFQDV-PWMMPXSUSA-N	MRUYUJCJGOFQDV
BRD-K81701287	NTMCUFBWTOSBGT-XMMPIXPASA-N	NTMCUFBWTOSBGT
BRD-K81706693	BYJFOJVMGKORHN-JCTONOIOSA-N	BYJFOJVMGKORHN
BRD-K81709173	MUQNGPZZQDCDFT-JNQJZLCISA-N	MUQNGPZZQDCDFT
BRD-K81721884	KGYIFIZLZVXLPC-CEYNDMKZSA-N	KGYIFIZLZVXLPC
BRD-K81729199	BCUGCHZRMKTPMU-UHFFFAOYSA-N	BCUGCHZRMKTPMU
BRD-K81732150	RSLDQNPUEWIABH-GMDIBXSSSA-N	RSLDQNPUEWIABH
BRD-K81736443	SYQUHMCSVCULSJ-ZVMBZZGVSA-N	SYQUHMCSVCULSJ
BRD-K81739235	RUACUVRYDBSGID-QFIPXVFZSA-N	RUACUVRYDBSGID
BRD-K81751891	OHKRWWVFAFGXJS-UHFFFAOYSA-N	OHKRWWVFAFGXJS
BRD-K81752795	URDKMROJZUNSLX-YQIMAOPZSA-N	URDKMROJZUNSLX
BRD-K81763433	BUQGVIZHJOSDOL-BUALBWRZSA-N	BUQGVIZHJOSDOL
BRD-K81774264	WXURHACBFYSXBI-BWTKLRSJSA-N	WXURHACBFYSXBI
BRD-K81778946	PZGTZQIYRXDXGV-DFIYOIEZSA-N	PZGTZQIYRXDXGV
BRD-K81783531	WPMJNLCLKAKMLA-UHFFFAOYSA-N	WPMJNLCLKAKMLA
BRD-K81793693	GFIJEZHSEMDYOJ-FCHAAHNYSA-N	GFIJEZHSEMDYOJ
BRD-K81795818	FQVLRGLGWNWPSS-BXBUPLCLSA-N	FQVLRGLGWNWPSS
BRD-K81795824	SFLIDSZKPUWPJR-UHFFFAOYSA-N	SFLIDSZKPUWPJR
BRD-K81799166	YLVWKLWKMUPGPR-PMAPCBKXSA-N	YLVWKLWKMUPGPR
BRD-K81807412	VQAYFKKCNSOZKM-IOSLPCCCSA-N	VQAYFKKCNSOZKM
BRD-K81810761	QTFKJTMJQVNOKY-LJKQEARRSA-N	QTFKJTMJQVNOKY
BRD-K81812196	PJKYSCCIDOXZLC-AKFKNWHVSA-N	PJKYSCCIDOXZLC
BRD-K81813927	XSLAKCDQFXHWHL-KTDJTCJASA-N	XSLAKCDQFXHWHL
BRD-K81814927	MULJTSUGOUUWJE-UHFFFAOYSA-N	MULJTSUGOUUWJE
BRD-K81821583	BJEAXWIUXBEVDX-FRQCXROJSA-N	BJEAXWIUXBEVDX
BRD-K81826010	KUAQBUHJEIVZQC-OPHFCASCSA-N	KUAQBUHJEIVZQC
BRD-K81838897	REIPENKEAUIUGY-JQFCIGGWSA-N	REIPENKEAUIUGY
BRD-K81839095	DNXHEGUUPJUMQT-CBZIJGRNSA-N	DNXHEGUUPJUMQT
BRD-K81847782	AAKJUGSASOCUFQ-UHFFFAOYSA-N	AAKJUGSASOCUFQ
BRD-K81855038	SMTZFNFIKUPEJC-UHFFFAOYSA-N	SMTZFNFIKUPEJC
BRD-K81858438	QZCZRKJJOTUXQW-HMFYCAOWSA-N	QZCZRKJJOTUXQW
BRD-K81858524	UTVLUISVXZSARP-IAYPMUAMSA-N	UTVLUISVXZSARP
BRD-K81859633	ZMBSZSRZHSICHB-RRQZXNHTSA-N	ZMBSZSRZHSICHB
BRD-K81860076	FQRIKMOYJAQYSC-HXUWFJFHSA-N	FQRIKMOYJAQYSC
BRD-K81873565	OPKRVFTXMKZUJR-KJXAQDMKSA-N	OPKRVFTXMKZUJR
BRD-K81876028	PJYVGMRFPFNZCT-UHFFFAOYSA-N	PJYVGMRFPFNZCT
BRD-K81882789	UWMJOJNRDSZDAZ-BALKIKAKSA-N	UWMJOJNRDSZDAZ
BRD-K81897236	KBGVHZBKJITMSF-VCWCBOTFSA-N	KBGVHZBKJITMSF
BRD-K81899744	NINYSMYJRLQSCV-YZZKKUAISA-N	NINYSMYJRLQSCV
BRD-K81904610	KULYSGMCKHFPFK-YZVOILCLSA-N	KULYSGMCKHFPFK
BRD-K81916719	NQPDXQQQCQDHHW-UHFFFAOYSA-N	NQPDXQQQCQDHHW
BRD-K81921806	NGOYQTUHARRYEH-OKZBNKHCSA-N	NGOYQTUHARRYEH
BRD-K81925089	MEUZETRTXAIIJM-UHFFFAOYSA-N	MEUZETRTXAIIJM
BRD-K81925854	SXYZQZLHAIHKKY-HLHNMYILSA-N	SXYZQZLHAIHKKY
BRD-K81927853	QYHFPUZBYVVXLB-HZTMJRFTSA-N	QYHFPUZBYVVXLB
BRD-K81930842	MYQHHELRUSFZCD-LVCYWYKZSA-N	MYQHHELRUSFZCD
BRD-K81933000	BXVNPOBNVRBOOV-UHFFFAOYSA-N	BXVNPOBNVRBOOV
BRD-K81940726	LYYREMJMDQKNES-QNDJGXFYSA-N	LYYREMJMDQKNES
BRD-K81941590	DQZQMUYWPNMKBM-STXHMFSFSA-N	DQZQMUYWPNMKBM
BRD-K81943679	SNGIXDWGPLKZOT-XASBYKNISA-N	SNGIXDWGPLKZOT
BRD-K81945689	FOMDXHZXOKRLRD-RZIGYZOXSA-N	FOMDXHZXOKRLRD
BRD-K81953058	QZBQBHRMKOJOLZ-QHCPKHFHSA-N	QZBQBHRMKOJOLZ
BRD-K81954574	ZEQYNXCYKJRRAG-QRVBRYPASA-N	ZEQYNXCYKJRRAG
BRD-K81956993	DBBLKINRPPNEJI-AABGKKOBSA-N	DBBLKINRPPNEJI
BRD-K81957469	PKXWXXPNHIWQHW-MAZHCROVSA-N	PKXWXXPNHIWQHW
BRD-K81974123	YQOYUVQVCGNRJC-HHJKRLRDSA-N	YQOYUVQVCGNRJC
BRD-K81976047	KUKMKSVFYHTUBA-WOJBJXKFSA-N	KUKMKSVFYHTUBA
BRD-K82003968	QDYPPDFKKOAHDR-GUDVDZBRSA-N	QDYPPDFKKOAHDR
BRD-K82004089	YSCGDHRCRJHNHR-YMFLFHJQSA-N	YSCGDHRCRJHNHR
BRD-K82004360	IJNNGEYJEFGHTL-CKEIUWERSA-N	IJNNGEYJEFGHTL
BRD-K82005490	DXVJXLONGZUJOS-YSIASYRMSA-N	DXVJXLONGZUJOS
BRD-K82014438	SEDZELNMUHOWSZ-FGTMMUONSA-N	SEDZELNMUHOWSZ
BRD-K82015643	HGWAOVZJNBZMAA-ZYLNGJIFSA-N	HGWAOVZJNBZMAA
BRD-K82019527	FKAVMSLVYBDOGB-GATIMQMVSA-N	FKAVMSLVYBDOGB
BRD-K82021299	BFTPGHPTOTYTCQ-JNSABCDYSA-N	BFTPGHPTOTYTCQ
BRD-K82024442	XCWKQRAFROWWIM-UHFFFAOYSA-N	XCWKQRAFROWWIM
BRD-K82024598	QNQAIUGVNQWQIS-ZIFCJYIRSA-N	QNQAIUGVNQWQIS
BRD-K82034465	COFMYJWNXSFLKQ-UHFFFAOYSA-N	COFMYJWNXSFLKQ
BRD-K82036761	VGKDLMBJGBXTGI-SJCJKPOMSA-N	VGKDLMBJGBXTGI
BRD-K82041810	JHFKDWZHMFMOKL-CEXWTWQISA-N	JHFKDWZHMFMOKL
BRD-K82048228	HWKRYOWXXXZXJP-VAMGGRTRSA-N	HWKRYOWXXXZXJP
BRD-K82050323	GZBXCCCGVZBCNA-SMMRIJLZSA-N	GZBXCCCGVZBCNA
BRD-K82053812	RXVPCSLMNQSOJP-RPPIVITFSA-N	RXVPCSLMNQSOJP
BRD-K82062373	VBSGUKREVIUPDG-AYBZRNKSSA-N	VBSGUKREVIUPDG
BRD-K82062446	AMMFZKQUXZGGMQ-GOHWNWGWSA-N	AMMFZKQUXZGGMQ
BRD-K82067034	WIXJEAGMVWOKSS-TYPXCFOJSA-N	WIXJEAGMVWOKSS
BRD-K82071478	QWCXAENNPFGWBU-LZWOXQAQSA-N	QWCXAENNPFGWBU
BRD-K82078087	VAFFSZLLIFAKOL-XMMPIXPASA-N	VAFFSZLLIFAKOL
BRD-K82083906	VTQGPDBOURHJNB-HTWFIQDWSA-N	VTQGPDBOURHJNB
BRD-K82088145	QBPHVELTLHFPNF-UHFFFAOYSA-N	QBPHVELTLHFPNF
BRD-K82091397	ZQUSFAUAYSEREK-WKILWMFISA-N	ZQUSFAUAYSEREK
BRD-K82092559	ACSVFUACEODJDN-PNRGXICFSA-N	ACSVFUACEODJDN
BRD-K82096551	QFAVGRCFIOJHOR-KURKYZTESA-N	QFAVGRCFIOJHOR
BRD-K82109576	OGWKCGZFUXNPDA-CFWMRBGOSA-N	OGWKCGZFUXNPDA
BRD-K82110567	JYXKBTOWIVBRMW-VWLOTQADSA-N	JYXKBTOWIVBRMW
BRD-K82115270	WHJOFSJBUCQZAT-GOSISDBHSA-N	WHJOFSJBUCQZAT
BRD-K82117061	UFCPYRWCPDLGEX-UMEGOILYSA-N	UFCPYRWCPDLGEX
BRD-K82118272	YOBJBXSZBMQTLF-UBRQYEGLSA-N	YOBJBXSZBMQTLF
BRD-K82118651	NKPFHNDONDWVBL-OTWHNJEPSA-N	NKPFHNDONDWVBL
BRD-K82121314	GPWYEVCXUJXIOI-IDOVBLGQSA-N	GPWYEVCXUJXIOI
BRD-K82135108	BKJIXTWSNXCKJH-UHFFFAOYSA-N	BKJIXTWSNXCKJH
BRD-K82137294	PEHWLDDZWQGNOT-ASHZAFPQSA-N	PEHWLDDZWQGNOT
BRD-K82140622	GFBAXKPFFJYGHZ-UHFFFAOYSA-N	GFBAXKPFFJYGHZ
BRD-K82143716	XRECTZIEBJDKEO-UHFFFAOYSA-N	XRECTZIEBJDKEO
BRD-K82147103	SAPNXPWPAUFAJU-UHFFFAOYSA-N	SAPNXPWPAUFAJU
BRD-K82150563	HHBAGBOVOCHPKM-LJCOXQHRSA-N	HHBAGBOVOCHPKM
BRD-K82151990	JIIRQJXSNNBKIS-FMWKFLBASA-N	JIIRQJXSNNBKIS
BRD-K82154894	WWAGOAOIMIOBRQ-BAHGYDIPSA-N	WWAGOAOIMIOBRQ
BRD-K82155738	DUWNSMSZAPHBFZ-JTDSTZFVSA-N	DUWNSMSZAPHBFZ
BRD-K82158149	CLVZMKYRVQCIMH-WPFOTENUSA-N	CLVZMKYRVQCIMH
BRD-K82161520	ZQNJSJYLLBSSCW-SQQWPVGBSA-N	ZQNJSJYLLBSSCW
BRD-K82164249	YVXVTLGIDOACBJ-SFHVURJKSA-N	YVXVTLGIDOACBJ
BRD-K82166043	HQZJCXNXJWTAKA-IRLNJFMJSA-N	HQZJCXNXJWTAKA
BRD-K82176569	FDHKBRYHKGCIFQ-IEGUWTFLSA-N	FDHKBRYHKGCIFQ
BRD-K82181189	WGEVKJVUKOELFY-UHFFFAOYSA-N	WGEVKJVUKOELFY
BRD-K82185908	DGOOGTSBIJVYRA-UHFFFAOYSA-N	DGOOGTSBIJVYRA
BRD-K82189384	GCEOFKRFBOHNIJ-CCEZHUSRSA-N	GCEOFKRFBOHNIJ
BRD-K82195532	UPZBRRHRCMATBT-IBGZPJMESA-N	UPZBRRHRCMATBT
BRD-K82196068	FVBMANNWVHBCBY-GNMOFYLKSA-N	FVBMANNWVHBCBY
BRD-K82204596	HFIMGBHSBJMCIP-MFYXDEDASA-N	HFIMGBHSBJMCIP
BRD-K82206012	GGQPTOITOZXLBE-QXROXWLYSA-N	GGQPTOITOZXLBE
BRD-K82210103	WYNCONGFJQZCFS-UAVUOLJFSA-N	WYNCONGFJQZCFS
BRD-K82216340	PSGAAPLEWMOORI-PEINSRQWSA-N	PSGAAPLEWMOORI
BRD-K82225283	YWXYYJSYQOXTPL-SLPGGIOYSA-N	YWXYYJSYQOXTPL
BRD-K82226238	VVKQUOIOXTWGEY-HSGJQSDISA-N	VVKQUOIOXTWGEY
BRD-K82230692	BQQXRPSVROFRFL-UHFFFAOYSA-N	BQQXRPSVROFRFL
BRD-K82234479	SNKZJIOFVMKAOJ-UHFFFAOYSA-N	SNKZJIOFVMKAOJ
BRD-K82234732	VMOCTUISBGPURH-QUMGSSFMSA-N	VMOCTUISBGPURH
BRD-K82236179	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	DOBMPNYZJYQDGZ
BRD-K82244583	ACWZRVQXLIRSDF-UHFFFAOYSA-N	ACWZRVQXLIRSDF
BRD-K82246602	BRDKARYWUSDFKE-SSMOCFHSSA-N	BRDKARYWUSDFKE
BRD-K82248240	GNIDWYRZNCPJRK-NRFANRHFSA-N	GNIDWYRZNCPJRK
BRD-K82249256	FEEKZGTVSGSFLP-ZTUCRWOVSA-N	FEEKZGTVSGSFLP
BRD-K82255054	OLBCVFGFOZPWHH-UHFFFAOYSA-N	OLBCVFGFOZPWHH
BRD-K82259334	SVEBYYWCXTVYCR-LBPRGKRZSA-N	SVEBYYWCXTVYCR
BRD-K82261406	YKJYKKNCCRKFSL-BFHYXJOUSA-N	YKJYKKNCCRKFSL
BRD-K82263627	KDXLDHVMUOGHJB-IVQNNMQUSA-N	KDXLDHVMUOGHJB
BRD-K82276260	XSUKZVLFZXUSSS-GTNKKZTPSA-N	XSUKZVLFZXUSSS
BRD-K82276852	IJAJLJHCJABWGJ-FDFHNCONSA-N	IJAJLJHCJABWGJ
