pert_id	pert_iname	molecule_chembl_id	parent_chembl_id	target_chembl_id	uniprot	gene_symbol	entrez	target_type	organism	action_type	direct_interaction	is_landmark	mechanism_of_action
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K05104363	PD-184352	CHEMBL105442	CHEMBL105442	CHEMBL3587	Q02750	MAP2K1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
BRD-K05104363	PD-184352	CHEMBL105442	CHEMBL105442	CHEMBL2964	P36507	MAP2K2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
BRD-K68065987	MK-2206	CHEMBL1079175	CHEMBL1079175	CHEMBL2111353	P31751	AKT2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Serine/threonine-protein kinase AKT inhibitor
BRD-K68065987	MK-2206	CHEMBL1079175	CHEMBL1079175	CHEMBL2111353	Q9Y243	AKT3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Serine/threonine-protein kinase AKT inhibitor
BRD-K68065987	MK-2206	CHEMBL1079175	CHEMBL1079175	CHEMBL2111353	P31749	AKT1	207	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase AKT inhibitor
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL2835	P23458	JAK1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK1 inhibitor
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL2971	O60674	JAK2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK2 inhibitor
BRD-K77561571	topiroxostat	CHEMBL1078685	CHEMBL1078685	CHEMBL1929	P47989	XDH		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Xanthine dehydrogenase inhibitor
BRD-K18855837	varenicline	CHEMBL1076903	CHEMBL1076903	CHEMBL1907589	P17787	CHRNB2		PROTEIN COMPLEX	Homo sapiens	PARTIAL AGONIST	1	0	Neuronal acetylcholine receptor; alpha4/beta2 partial agonist
BRD-K18855837	varenicline	CHEMBL1076903	CHEMBL1076903	CHEMBL1907589	P43681	CHRNA4		PROTEIN COMPLEX	Homo sapiens	PARTIAL AGONIST	1	0	Neuronal acetylcholine receptor; alpha4/beta2 partial agonist
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL2971	O60674	JAK2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK2 inhibitor
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL2835	P23458	JAK1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK1 inhibitor
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL2971	O60674	JAK2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK2 inhibitor
BRD-K87737963	CYT387	CHEMBL1078178	CHEMBL1078178	CHEMBL5903	Q04771	ACVR1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Activin receptor type-1 inhibitor
BRD-A14395271	mesoridazine	CHEMBL1088	CHEMBL1088	CHEMBL217	P14416	DRD2		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Dopamine D2 receptor antagonist
BRD-K41260949	valproic-acid	CHEMBL109	CHEMBL109	CHEMBL1911	P51649	ALDH5A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Succinate semialdehyde dehydrogenase inhibitor
BRD-K41260949	valproic-acid	CHEMBL109	CHEMBL109	CHEMBL1911	P51649	ALDH5A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Succinate semialdehyde dehydrogenase inhibitor
BRD-K41260949	valproic-acid	CHEMBL109	CHEMBL109	CHEMBL1911	P51649	ALDH5A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Succinate semialdehyde dehydrogenase inhibitor
BRD-K99121711	cinchocaine	CHEMBL1086	CHEMBL1086	CHEMBL1980	Q14524	SCN5A		SINGLE PROTEIN	Homo sapiens	BLOCKER	1	0	Sodium channel protein type V alpha subunit blocker
BRD-A14395271	mesoridazine	CHEMBL1088	CHEMBL1088	CHEMBL224	P28223	HTR2A		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Serotonin 2a (5-HT2a) receptor antagonist
BRD-K99121711	cinchocaine	CHEMBL1086	CHEMBL1086	CHEMBL5451	Q9Y5Y9	SCN10A		SINGLE PROTEIN	Homo sapiens	BLOCKER	1	0	Sodium channel protein type X alpha subunit blocker
BRD-K87024524	phenelzine	CHEMBL1089	CHEMBL1089	CHEMBL2095205	P21397	MAOA		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Monoamine oxidase inhibitor
BRD-K87024524	phenelzine	CHEMBL1089	CHEMBL1089	CHEMBL2095205	P27338	MAOB		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Monoamine oxidase inhibitor
BRD-K56851771	enzalutamide	CHEMBL1082407	CHEMBL1082407	CHEMBL1871	P10275	AR		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Androgen Receptor antagonist
BRD-K72093121	vidarabine	CHEMBL1090	CHEMBL1090	CHEMBL1872	P04293			SINGLE PROTEIN	Herpes simplex virus (type 1 / strain 17)	INHIBITOR	1	0	Human herpesvirus 1 DNA polymerase inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P24228	dacB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P0AD68	ftsI		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P02918	mrcA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P02919	mrcB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P0AEB2	dacA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P0AD65	mrdA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K55044200	amoxicillin	CHEMBL1082	CHEMBL1082	CHEMBL2354204	P08506	dacC		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K71799949	carbamazepine	CHEMBL108	CHEMBL108	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A03216249	mepivacaine	CHEMBL1087	CHEMBL1087	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K94293891	suvorexant	CHEMBL1083659	CHEMBL1083659	CHEMBL3307226	O43614	HCRTR2		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Orexin receptor antagonist
BRD-K94293891	suvorexant	CHEMBL1083659	CHEMBL1083659	CHEMBL3307226	O43613	HCRTR1		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Orexin receptor antagonist
BRD-K99545815	PF-562271	CHEMBL1084546	CHEMBL1084546	CHEMBL2695	Q05397	PTK2	5747	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Focal adhesion kinase 1 inhibitor
BRD-K95880107	PH-797804	CHEMBL1088751	CHEMBL1088751	CHEMBL260	Q16539	MAPK14		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	MAP kinase p38 alpha inhibitor
BRD-K56195681	losmapimod	CHEMBL1088752	CHEMBL1088752	CHEMBL260	Q16539	MAPK14		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	MAP kinase p38 alpha inhibitor
BRD-K56195681	losmapimod	CHEMBL1088752	CHEMBL1088752	CHEMBL3961	Q15759	MAPK11		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	MAP kinase p38 beta inhibitor
BRD-K84698278	agomelatine	CHEMBL10878	CHEMBL10878	CHEMBL2094268	P48039	MTNR1A		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Melatonin receptor agonist
BRD-K84698278	agomelatine	CHEMBL10878	CHEMBL10878	CHEMBL2094268	P49286	MTNR1B		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Melatonin receptor agonist
BRD-K84698278	agomelatine	CHEMBL10878	CHEMBL10878	CHEMBL225	P28335	HTR2C		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Serotonin 2c (5-HT2c) receptor antagonist
BRD-K72951360	valrubicin	CHEMBL1096885	CHEMBL1096885	CHEMBL1806	P11388	TOP2A	7153	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	DNA topoisomerase II alpha inhibitor
BRD-K19761926	eplerenone	CHEMBL1095097	CHEMBL1095097	CHEMBL1994	P08235	NR3C2		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Mineralocorticoid receptor antagonist
BRD-K29530284	amlexanox	CHEMBL1096	CHEMBL1096	CHEMBL2093863	P27815	PDE4A		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Phosphodiesterase 4 inhibitor
BRD-K29530284	amlexanox	CHEMBL1096	CHEMBL1096	CHEMBL2093863	Q08499	PDE4D		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Phosphodiesterase 4 inhibitor
BRD-K29530284	amlexanox	CHEMBL1096	CHEMBL1096	CHEMBL2093863	Q07343	PDE4B		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Phosphodiesterase 4 inhibitor
BRD-K29530284	amlexanox	CHEMBL1096	CHEMBL1096	CHEMBL2093863	Q08493	PDE4C		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Phosphodiesterase 4 inhibitor
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	Q05586	GRIN1		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	Q12879	GRIN2A		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	Q13224	GRIN2B		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	O15399	GRIN2D		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	O60391	GRIN3B		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	Q14957	GRIN2C		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K99107520	felbamate	CHEMBL1094	CHEMBL1094	CHEMBL2094124	Q8TCU5	GRIN3A		PROTEIN COMPLEX GROUP	Homo sapiens	ANTAGONIST	1	0	Glutamate [NMDA] receptor antagonist
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2095215	P23921	RRM1		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Ribonucleoside-diphosphate reductase RR1 inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2095215	Q7LG56	RRM2B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Ribonucleoside-diphosphate reductase RR1 inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2095215	P31350	RRM2		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Ribonucleoside-diphosphate reductase RR1 inhibitor
BRD-K89208535	indacaterol	CHEMBL1095777	CHEMBL1095777	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	AGONIST	1	1	Beta-2 adrenergic receptor agonist
BRD-K72951360	valrubicin	CHEMBL1096885	CHEMBL1096885	CHEMBL2311221				NUCLEIC-ACID	Homo sapiens	INHIBITOR	1	0	DNA inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P09884	POLA1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	Q9HCU8	POLD4	57804	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	Q15054	POLD3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P28340	POLD1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P49005	POLD2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	Q07864	POLE		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	Q14181	POLA2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P49642	PRIM1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P49643	PRIM2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	P56282	POLE2	5427	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-K71106091	fludarabine-phosphate	CHEMBL1096882	CHEMBL1096882	CHEMBL2363042	Q9NRF9	POLE3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	DNA polymerase (alpha/delta/epsilon) inhibitor
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A30205217	ethotoin	CHEMBL1095	CHEMBL1095	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-A70514680	articaine	CHEMBL1093	CHEMBL1093	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K36740062	GSK-1070916	CHEMBL1090479	CHEMBL1090479	CHEMBL2185	Q96GD4	AURKB	9212	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-B inhibitor
BRD-K36740062	GSK-1070916	CHEMBL1090479	CHEMBL1090479	CHEMBL3935	Q9UQB9	AURKC		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Serine/threonine-protein kinase Aurora-C inhibitor
BRD-K07736136	VX-702	CHEMBL1090090	CHEMBL1090090	CHEMBL260	Q16539	MAPK14		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	MAP kinase p38 alpha inhibitor
BRD-K86118762	linsitinib	CHEMBL1091644	CHEMBL1091644	CHEMBL1957	P08069	IGF1R	3480	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Insulin-like growth factor I receptor inhibitor
BRD-K86118762	linsitinib	CHEMBL1091644	CHEMBL1091644	CHEMBL1981	P06213	INSR		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Insulin receptor inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	P68371	TUBB4B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	Q9H4B7	TUBB1		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	P0DPH7	TUBA3C		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	P68366	TUBA4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	Q13509	TUBB3		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	Q71U36	TUBA1A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	P04350	TUBB4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K99498722	plinabulin	CHEMBL1096380	CHEMBL1096380	CHEMBL2095182	Q3ZCM7	TUBB8		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
