source	term_id	term_name	n_landmark_genes	landmark_gene_symbols
Reactome	R-HSA-109581	Apoptosis	33	AKT1,BAD,BAX,BCL2,BID,BIRC2,CASP3,CASP7,CDKN2A,CFLAR,CYCS,DFFA,DFFB,DNM1L,DSG2,FAS,NMT1,PMAIP1,PPP1R13B,PRKCD,PRKCQ,PSMD2,PTK2,SATB1,SFN,SPTAN1,STAT3,TFDP1,TICAM1,TJP1,TLR4,TP53,TP53BP2
Reactome	R-HSA-109606	Intrinsic Pathway for Apoptosis	17	AKT1,BAD,BAX,BCL2,BID,CASP3,CASP7,CDKN2A,CYCS,NMT1,PMAIP1,PPP1R13B,SFN,STAT3,TFDP1,TP53,TP53BP2
Reactome	R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	12	LIG1,PARP1,PARP2,PCNA,POLB,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-111465	Apoptotic cleavage of cellular proteins	10	BIRC2,CASP3,CASP7,DSG2,PRKCD,PRKCQ,PTK2,SATB1,SPTAN1,TJP1
Reactome	R-HSA-111885	Opioid Signalling	11	CREB1,GNA11,GNA15,GNAI1,GNAI2,GNB5,PLA2G4A,PLCB3,PRKACA,PRKCD,PRKX
Reactome	R-HSA-112040	G-protein mediated events	10	CREB1,GNA11,GNA15,GNAI1,GNAI2,PLA2G4A,PLCB3,PRKACA,PRKCD,PRKX
Reactome	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	13	CASK,CREB1,GNAI1,GNAI2,GNB5,NRAS,PLCB3,PRKACA,PRKAG2,PRKX,RPS6KA1,SRC,TUBB6
Reactome	R-HSA-112315	Transmission across Chemical Synapses	17	CASK,CREB1,GNAI1,GNAI2,GNB5,HSPA8,NRAS,PLCB3,PRKACA,PRKAG2,PRKX,RPS6KA1,SNAP25,SRC,STX1A,STXBP1,TUBB6
Reactome	R-HSA-112316	Neuronal System	21	CASK,CREB1,EPB41L2,GNAI1,GNAI2,GNB5,HOMER2,HSPA8,KCNK1,NRAS,PLCB3,PRKACA,PRKAG2,PRKX,PTPRF,RPS6KA1,SNAP25,SRC,STX1A,STXBP1,TUBB6
Reactome	R-HSA-114452	Activation of BH3-only proteins	10	AKT1,BAD,BCL2,BID,PMAIP1,PPP1R13B,SFN,TFDP1,TP53,TP53BP2
Reactome	R-HSA-114604	GPVI-mediated activation cascade	11	CDC42,COL1A1,FYN,LYN,PIK3CA,PIK3R3,PTPN6,RAC2,RHOA,SYK,VAV3
Reactome	R-HSA-114608	Platelet degranulation	10	ALDOA,APP,CALU,EGF,PDGFA,PROS1,SCCPDH,SERPINE1,STXBP2,TGFB3
Reactome	R-HSA-1169408	ISG15 antiviral mechanism	11	BECN1,EIF4G1,NUP133,NUP62,NUP85,NUP88,NUP93,PIN1,RAE1,STAT1,UBE2L6
Reactome	R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	22	BECN1,CDK1,EIF4G1,HSPA1A,HSPA8,IKBKB,NCK1,NUP133,NUP62,NUP85,NUP88,NUP93,PIN1,PPP2R5A,RAE1,SFN,SNCA,STAT1,STAT3,TP53,TUBB6,UBE2L6
Reactome	R-HSA-1226099	Signaling by FGFR in disease	11	FGFR2,FGFR4,FRS2,NRAS,PIK3CA,POLR2I,POLR2K,STAT1,STAT3,STAT5B,ZMYM2
Reactome	R-HSA-1227986	Signaling by ERBB2	15	AKT1,EGF,EGFR,ERBB2,ERBB3,FYN,GRB7,NRAS,PIK3CA,PRKCD,PTPN12,RHOA,SHC1,SRC,STUB1
Reactome	R-HSA-1236975	Antigen processing-Cross presentation	11	BTK,CTSL,IKBKB,ITGB5,PSMB10,PSMB8,PSMD2,PSME1,PSME2,STX4,TLR4
Reactome	R-HSA-1257604	PIP3 activates AKT signaling	41	AKT1,BAD,CDKN1A,CDKN1B,CREB1,CSNK2A2,EED,EGF,EGFR,EGR1,ERBB2,ERBB3,EZH2,FGFR2,FGFR4,FOXO3,FOXO4,FRS2,FYN,HDAC2,IER3,JUN,KIT,MTA1,PDGFA,PIK3CA,PIK3R3,PIP4K2B,PPARG,PPP2R5A,PPP2R5E,PSMD2,RAC2,RHEB,RRAGA,SRC,STUB1,SUZ12,TP53,TRIB3,USP7
Reactome	R-HSA-141424	Amplification of signal from the kinetochores	13	AURKB,BIRC5,BUB1B,CDC20,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,ZW10
Reactome	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	13	AURKB,BIRC5,BUB1B,CDC20,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,ZW10
Reactome	R-HSA-1428517	Aerobic respiration and respiratory electron transport	17	CYCS,DLD,DMAC2L,ETFB,GSTZ1,ME2,MPC2,NNT,OXA1L,PDHX,SDHB,SIRT3,SLC25A13,SLC25A14,SLC25A4,TRAP1,VDAC1
Reactome	R-HSA-1433557	Signaling by SCF-KIT	14	CHEK1,FYN,GRB10,GRB7,KIT,LYN,NRAS,PIK3CA,PIK3R3,PTPN6,SRC,STAT1,STAT3,STAT5B
Reactome	R-HSA-1474165	Reproduction	17	ACD,BMP4,BRCA1,CDK2,CDK4,CXCR4,H2AZ2,H2BC12,H2BC21,RAD51C,RPA1,RPA2,RPA3,SMC1A,SMC3,SYNE2,TERF2IP
Reactome	R-HSA-1474228	Degradation of the extracellular matrix	15	ADAM10,CAPN1,CASP3,CAST,CD44,COL1A1,COL4A1,CTSD,CTSL,HTRA1,LAMA3,MMP1,MMP2,SPP1,TIMP2
Reactome	R-HSA-1474244	Extracellular matrix organization	32	ADAM10,APP,BMP4,CAPN1,CASK,CASP3,CAST,CD44,COL1A1,COL4A1,CRTAP,CTSD,CTSL,DAG1,DDR1,HTRA1,ICAM1,ICAM3,ITGAE,ITGB5,LAMA3,LOXL1,MMP1,MMP2,P4HA2,PDGFA,PLOD3,SERPINE1,SGCB,SPP1,TGFB3,TIMP2
Reactome	R-HSA-1483255	PI Metabolism	10	GDPD5,INPP4B,PIK3C2B,PIK3C3,PIK3CA,PIK3R3,PIK3R4,PIP4K2B,RAB4A,SACM1L
Reactome	R-HSA-1483257	Phospholipid metabolism	17	ABHD4,CPNE3,CSNK2A2,GDPD5,INPP4B,LPGAT1,MBOAT7,PIK3C2B,PIK3C3,PIK3CA,PIK3R3,PIK3R4,PIP4K2B,PLA2G15,PLA2G4A,RAB4A,SACM1L
Reactome	R-HSA-1500620	Meiosis	15	ACD,BRCA1,CDK2,CDK4,H2AZ2,H2BC12,H2BC21,RAD51C,RPA1,RPA2,RPA3,SMC1A,SMC3,SYNE2,TERF2IP
Reactome	R-HSA-1500931	Cell-Cell communication	39	BIRC2,CASK,CDC42,CDH3,CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,ILK,IQGAP1,LAMA3,MYC,NCK1,NCK2,PIK3CA,PSMD2,PTK2,PTK2B,PTPN6,PXN,RB1,RPN1,RSU1,SMARCA4,SPTAN1,SRC,STAT3,SUZ12,TESK1,TFAP2A,TIAM1,TLE1,ZMYM2
Reactome	R-HSA-1538133	G0 and Early G1	11	CCNA1,CCNA2,CCNE2,CDC25A,CDK1,CDK2,MYBL2,MYC,PCNA,TFDP1,TOP2A
Reactome	R-HSA-157118	Signaling by NOTCH	26	ADAM10,AKT1,CCND1,CREB1,EGF,EGFR,H2AZ2,H2BC12,H2BC21,HDAC2,HDAC6,HES1,HIF1A,IKZF1,JUN,MAMLD1,MYC,NOTCH1,PSMD2,RFNG,SKP1,SMAD3,STAT1,TFDP1,TLE1,TP53
Reactome	R-HSA-157579	Telomere Maintenance	21	ACD,CCNA1,CCNA2,CDK2,DAXX,H2AZ2,H2BC12,H2BC21,LIG1,PCNA,POLD4,POLR2I,POLR2K,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1,TERF2IP,TERT
Reactome	R-HSA-15869	Metabolism of nucleotides	8	DCK,DCTD,GLRX,HPRT1,NUDT9,PAICS,PNP,TXNRD1
Reactome	R-HSA-162587	HIV Life Cycle	22	CCNH,CDK7,CHMP4A,CHMP6,CXCR4,GTF2A2,GTF2E2,LIG1,MNAT1,NMT1,NUP133,NUP62,NUP85,NUP88,NUP93,POLR2I,POLR2K,PSIP1,RAE1,RNMT,TBP,VPS28
Reactome	R-HSA-162599	Late Phase of HIV Life Cycle	19	CCNH,CDK7,CHMP4A,CHMP6,GTF2A2,GTF2E2,MNAT1,NMT1,NUP133,NUP62,NUP85,NUP88,NUP93,POLR2I,POLR2K,RAE1,RNMT,TBP,VPS28
Reactome	R-HSA-162906	HIV Infection	26	CCNH,CDK7,CHMP4A,CHMP6,CXCR4,FYN,GTF2A2,GTF2E2,LIG1,MNAT1,NMT1,NUP133,NUP62,NUP85,NUP88,NUP93,POLR2I,POLR2K,PSIP1,PSMD2,RAE1,RNMT,SKP1,SLC25A4,TBP,VPS28
Reactome	R-HSA-162909	Host Interactions of HIV factors	11	FYN,NUP133,NUP62,NUP85,NUP88,NUP93,PSIP1,PSMD2,RAE1,SKP1,SLC25A4
Reactome	R-HSA-1632852	Macroautophagy	18	ATG3,BECN1,CHMP4A,CHMP6,CSNK2A2,HDAC6,HSPA8,MTERF3,PIK3C3,PIK3R4,PRKAG2,RHEB,RRAGA,SQSTM1,SRC,TOMM70,TUBB6,VDAC1
Reactome	R-HSA-163685	Integration of energy metabolism	14	ACLY,GNA11,GNA15,GNAI1,GNAI2,GNAS,GNB5,IQGAP1,PLCB3,PRKACA,PRKAG2,SNAP25,STX1A,STXBP1
Reactome	R-HSA-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	5	DPH2,ICMT,JMJD6,PROS1,RPS6
Reactome	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	26	APP,ATF1,BIRC2,BTK,CREB1,DNM1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,IKBKE,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	22	APP,ATF1,BTK,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TLR4,TP53,USP14
Reactome	R-HSA-166166	MyD88-independent TLR4 cascade	24	APP,ATF1,BIRC2,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,IKBKE,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-166520	Signaling by NTRKs	34	ATF1,BAX,CDK5R1,CLTC,CREB1,CRK,CRKL,DNM1,DUSP3,DUSP4,DUSP6,EGR1,FOS,FOSL1,FRS2,FYN,ID2,MAP2K5,MAPK13,MAPKAPK2,MAPKAPK3,MEF2C,NRAS,PIK3CA,RALA,RALB,RALGDS,RHOA,RPS6KA1,SHC1,SRC,STAT3,TIAM1,TRIB1
Reactome	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	24	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,PIK3C3,PIK3R4,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	20	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TP53,USP14
Reactome	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	23	APP,ATF1,BIRC2,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,IKBKE,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TP53,USP14
Reactome	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	20	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TP53,USP14
Reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	22	APP,ATF1,BTK,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TLR4,TP53,USP14
Reactome	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	22	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	22	APP,ATF1,BTK,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TLR4,TP53,USP14
Reactome	R-HSA-168255	Influenza Infection	15	CLTC,CPSF4,HSPA1A,NUP133,NUP62,NUP85,NUP88,NUP93,PARP1,POLR2I,POLR2K,RAE1,RPL39L,RPS5,RPS6
Reactome	R-HSA-168273	Influenza Viral RNA Transcription and Replication	12	NUP133,NUP62,NUP85,NUP88,NUP93,PARP1,POLR2I,POLR2K,RAE1,RPL39L,RPS5,RPS6
Reactome	R-HSA-168898	Toll-like Receptor Cascades	31	APP,ATF1,BIRC2,BTK,CNPY3,CREB1,CTSL,DNM1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,IKBKE,JUN,LGMN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,PIK3C3,PIK3R4,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	10	APP,CASP10,IKBKB,IKBKE,NFKB2,NFKBIA,NFKBIB,PIN1,TOMM70,UBE2L6
Reactome	R-HSA-170834	Signaling by TGF-beta Receptor Complex	12	BAMBI,ITGB5,MYC,PARP1,RHOA,SERPINE1,SMAD3,STAT1,STUB1,TFDP1,TGFB3,TGFBR2
Reactome	R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	14	AURKA,AURKB,BUB1B,CCNA1,CCNA2,CCNB1,CDC20,CDK1,CDK2,PLK1,PSMD2,RB1,SKP1,UBE2C
Reactome	R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	10	ACD,LIG1,PCNA,POLD4,RFC2,RFC5,RPA1,RPA2,RPA3,TERF2IP
Reactome	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	9	APOE,CLTC,LIPA,LSR,MBTPS1,NPC1,NR1H2,PRKACA,SCARB1
Reactome	R-HSA-176187	Activation of ATR in response to replication stress	12	CDC25A,CDC45,CDK2,CHEK1,MCM3,ORC1,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	11	BUB1B,CCNA1,CCNA2,CCNB1,CDC20,CDK1,CDK2,PLK1,PSMD2,SKP1,UBE2C
Reactome	R-HSA-177929	Signaling by EGFR	12	ADAM10,CDC42,CSK,EGF,EGFR,NRAS,PIK3CA,PTPN12,PTPRK,PXN,SHC1,SRC
Reactome	R-HSA-180786	Extension of Telomeres	15	ACD,CCNA1,CCNA2,CDK2,LIG1,PCNA,POLD4,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1,TERF2IP,TERT
Reactome	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	22	APP,ATF1,BTK,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TLR4,TP53,USP14
Reactome	R-HSA-1852241	Organelle biogenesis and maintenance	20	ALAS1,CCP110,CDK1,CEP57,CREB1,CSNK1E,CYCS,DMAC2L,GABPB1,HDAC6,MEF2C,PAFAH1B1,PCM1,PLK1,POLG2,PRKACA,PRKAG2,SIRT3,TCTN1,TUBB6
Reactome	R-HSA-186763	Downstream signal transduction	13	CRK,CRKL,GRB7,NCK1,NCK2,NRAS,PDGFA,PIK3CA,RASA1,SRC,STAT1,STAT3,STAT5B
Reactome	R-HSA-186797	Signaling by PDGF	16	COL4A1,CRK,CRKL,GRB7,NCK1,NCK2,NRAS,PDGFA,PIK3CA,PTPN12,RASA1,SPP1,SRC,STAT1,STAT3,STAT5B
Reactome	R-HSA-187037	Signaling by NTRK1 (TRKA)	31	ATF1,CDK5R1,CLTC,CREB1,CRK,CRKL,DNM1,DUSP3,DUSP4,DUSP6,EGR1,FOS,FOSL1,FRS2,ID2,MAP2K5,MAPK13,MAPKAPK2,MAPKAPK3,MEF2C,NRAS,PIK3CA,RALA,RALB,RALGDS,RHOA,RPS6KA1,SHC1,SRC,STAT3,TRIB1
Reactome	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	10	CCNA1,CCNA2,CCND1,CCNE2,CDK2,CDK4,CDKN1A,CDKN1B,PSMD2,SKP1
Reactome	R-HSA-187687	Signalling to ERKs	12	CRK,CRKL,FRS2,MAPK13,MAPKAPK2,MAPKAPK3,NRAS,RALA,RALB,RALGDS,SHC1,SRC
Reactome	R-HSA-189445	Metabolism of porphyrins	4	ALAS1,BLVRA,HMOX1,PPOX
Reactome	R-HSA-190236	Signaling by FGFR	11	FGFR2,FGFR4,FRS2,MKNK1,NRAS,PIK3CA,POLR2I,POLR2K,SHC1,SPRED2,SRC
Reactome	R-HSA-1912422	Pre-NOTCH Expression and Processing	10	CCND1,H2AZ2,H2BC12,H2BC21,JUN,MAMLD1,NOTCH1,RFNG,TFDP1,TP53
Reactome	R-HSA-193704	p75 NTR receptor-mediated signalling	13	ARHGEF12,ARHGEF2,BAD,CASP2,CASP3,HDAC2,IKBKB,NET1,NFKBIA,RHOA,SQSTM1,TIAM1,VAV3
Reactome	R-HSA-194138	Signaling by VEGF	27	AKT1,CDC42,CRK,CTNND1,FYN,HSPB1,MAPK13,MAPKAPK2,MAPKAPK3,NCK1,NCK2,NOS3,NRAS,PAK1,PIK3CA,PRKACA,PRKCD,PTK2,PTK2B,PXN,RASA1,RHOA,SHB,SRC,TRIB3,VAV3,WASF3
Reactome	R-HSA-195258	RHO GTPase Effectors	41	ABL1,AURKB,BIRC5,BTK,BUB1B,CDC20,CDC42,CDKN1B,CENPE,CTTN,EVL,H2AZ2,H2BC12,H2BC21,IQGAP1,KIF14,KIF2C,KTN1,MYL9,MYLK,NCK1,NUP133,NUP85,PAFAH1B1,PAK1,PIK3C3,PIK3R4,PIN1,PLK1,PPP2R5A,PPP2R5E,PRKCD,PTK2,RAC2,RHOA,SFN,SRC,TUBB6,WASF3,WIPF2,ZW10
Reactome	R-HSA-195721	Signaling by WNT	27	AKT1,AXIN1,CLTB,CLTC,CSNK1A1,CSNK1E,CSNK2A2,FZD1,FZD7,GNB5,H2AZ2,H2BC12,H2BC21,MYC,PLCB3,PPP2R5A,PPP2R5E,PSMD2,RAC2,RHOA,RUVBL1,SKP1,SMARCA4,SOX2,SOX4,TERT,TLE1
Reactome	R-HSA-196854	Metabolism of vitamins and cofactors	13	AKT1,APOE,CD320,COASY,COQ8A,FPGS,GPC1,LRP10,MTHFD2,NOS3,PCCB,SLC5A6,SPR
Reactome	R-HSA-1980143	Signaling by NOTCH1	10	ADAM10,HDAC2,HDAC6,HES1,HIF1A,MAMLD1,MYC,NOTCH1,SKP1,TLE1
Reactome	R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	14	ATF1,CDK5R1,CREB1,DUSP3,DUSP4,DUSP6,EGR1,FOS,FOSL1,ID2,MAPKAPK2,MEF2C,RPS6KA1,TRIB1
Reactome	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	5	CD40,COL1A1,ICAM1,ICAM3,NPDC1
Reactome	R-HSA-1989781	PPARA activates gene expression	14	ALAS1,ARNT2,CDK19,FDFT1,FHL2,HMGCR,HMGCS1,NCOA3,NR1H2,PEX11A,PPARG,TNFRSF21,TRIB3,TXNRD1
Reactome	R-HSA-199418	Negative regulation of the PI3K/AKT network	20	AKT1,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FRS2,FYN,IER3,KIT,PDGFA,PIK3CA,PIK3R3,PIP4K2B,PPP2R5A,PPP2R5E,RAC2,SRC,TRIB3
Reactome	R-HSA-199977	ER to Golgi Anterograde Transport	11	COG2,COG4,COG7,COPB2,KDELR2,SPTAN1,TMED10,TRAPPC3,TRAPPC6A,TUBB6,YKT6
Reactome	R-HSA-199992	trans-Golgi Network Vesicle Budding	7	ACBD3,APP,CLTB,CLTC,HSPA8,IGF2R,STX4
Reactome	R-HSA-201556	Signaling by ALK	10	DNMT1,FRS2,HDAC2,HIF1A,MYC,PIK3CA,PTPN6,SHC1,SRC,STAT3
Reactome	R-HSA-201681	TCF dependent signaling in response to WNT	19	AKT1,AXIN1,CSNK1A1,CSNK1E,CSNK2A2,FZD1,H2AZ2,H2BC12,H2BC21,MYC,PPP2R5A,PPP2R5E,PSMD2,RUVBL1,SMARCA4,SOX2,SOX4,TERT,TLE1
Reactome	R-HSA-202403	TCR signaling	13	CSK,EVL,HLA-DRA,IKBKB,MALT1,NCK1,NFKBIA,PAK1,PIK3CA,PRKCQ,PSMD2,PTPRC,SKP1
Reactome	R-HSA-202733	Cell surface interactions at the vascular wall	16	ATP1B1,CD44,CD58,COL1A1,FYN,GPC1,GRB7,LYN,MIF,MMP1,NRAS,PIK3CA,PROS1,PTPN6,SHC1,SRC
Reactome	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	17	ABL1,BTK,CDC42,CRK,FYN,LYN,MYO10,NCK1,PAK1,PIK3CA,PRKCD,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	12	ABL1,BTK,CDC42,CRK,MYO10,NCK1,PAK1,PTK2,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-211859	Biological oxidations	11	ADH5,AKR7A2,ARNT2,BPHL,CBR3,CHAC1,CNDP2,GSTM2,GSTZ1,MAT2A,UGDH
Reactome	R-HSA-212165	Epigenetic regulation of gene expression	32	ABL1,AKAP8L,ARID4B,BCL7B,CCNH,CDK7,CEBPA,DNMT1,DNMT3A,EED,EZH2,H2AZ2,H2BC12,H2BC21,HDAC2,MNAT1,MTA1,MTF2,NCOA3,PEX11A,POLR1C,POLR2K,PPARG,PSIP1,RB1,RRP8,SMARCA4,SMARCC1,SMARCD2,SUV39H1,SUZ12,TBP
Reactome	R-HSA-2132295	MHC class II antigen presentation	12	CENPE,CLTC,CTSD,CTSL,DNM1,HLA-DMA,HLA-DRA,KIF20A,KIF2C,KIF5C,LGMN,TUBB6
Reactome	R-HSA-2219528	PI3K/AKT Signaling in Cancer	21	AKT1,BAD,CDKN1A,CDKN1B,CREB1,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FOXO3,FOXO4,FRS2,FYN,KIT,PDGFA,PIK3CA,PIK3R3,RAC2,SRC
Reactome	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	14	EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FRS2,FYN,KIT,PDGFA,PIK3CA,PIK3R3,RAC2,SRC
Reactome	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	10	FGFR2,FGFR4,FRS2,IGF1R,NRAS,PIK3C3,PIK3CA,PIK3R4,SHC1,TRIB3
Reactome	R-HSA-2428924	IGF1R signaling cascade	10	FGFR2,FGFR4,FRS2,IGF1R,NRAS,PIK3C3,PIK3CA,PIK3R4,SHC1,TRIB3
Reactome	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	19	BTK,FOS,FYN,IKBKB,JUN,LYN,MALT1,MAPK9,NFATC3,NFKBIA,NRAS,PAK1,PIK3CA,PRKCQ,PSMD2,SHC1,SKP1,SYK,VAV3
Reactome	R-HSA-2467813	Separation of Sister Chromatids	19	AURKB,BIRC5,BUB1B,CDC20,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PDS5A,PLK1,PPP2R5A,PPP2R5E,PSMD2,SMC1A,SMC3,TUBB6,UBE2C,ZW10
Reactome	R-HSA-2500257	Resolution of Sister Chromatid Cohesion	20	AURKB,BIRC5,BUB1B,CCNB1,CCNB2,CDC20,CDK1,CENPE,KIF2C,NUP133,NUP85,PAFAH1B1,PDS5A,PLK1,PPP2R5A,PPP2R5E,SMC1A,SMC3,TUBB6,ZW10
Reactome	R-HSA-2555396	Mitotic Metaphase and Anaphase	27	AURKB,BIRC5,BUB1B,CCNB1,CCNB2,CDC20,CDK1,CENPE,CHMP4A,CHMP6,KIF2C,LBR,NUP133,NUP62,NUP85,NUP93,PAFAH1B1,PDS5A,PLK1,PPP2R5A,PPP2R5E,PSMD2,SMC1A,SMC3,TUBB6,UBE2C,ZW10
Reactome	R-HSA-2559580	Oxidative Stress Induced Senescence	19	CDK4,CDK6,CDKN2A,E2F2,EED,EZH2,FOS,H2AZ2,H2BC12,H2BC21,JUN,MAP4K4,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,SUZ12,TFDP1,TP53
Reactome	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	16	CCNA1,CCNA2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,CDKN2A,FOS,H2AZ2,H2BC12,H2BC21,JUN,RPS6KA1,STAT3,UBE2C
Reactome	R-HSA-2559583	Cellular Senescence	33	ACD,CCNA1,CCNA2,CCNE2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,CDKN2A,E2F2,EED,ETS1,EZH2,FOS,H2AZ2,H2BC12,H2BC21,HMGA2,JUN,MAP4K4,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,RB1,RPS6KA1,STAT3,SUZ12,TERF2IP,TFDP1,TP53,UBE2C
Reactome	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	14	ACD,CCNA1,CCNA2,CCNE2,CDK2,CDKN1A,CDKN1B,H2AZ2,H2BC12,H2BC21,HMGA2,RB1,TERF2IP,TP53
Reactome	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	12	AURKA,CCNB1,CCNB2,CCP110,CDK1,CEP57,CSNK1E,PAFAH1B1,PCM1,PLK1,PRKACA,SKP1
Reactome	R-HSA-2682334	EPH-Ephrin signaling	19	ADAM10,CDC42,CLTB,CLTC,DNM1,EPHA3,EPHB2,FYN,LYN,MMP2,MYL9,NCK2,PAK1,PTK2,RASA1,RHOA,SRC,TIAM1,VAV3
Reactome	R-HSA-2980766	Nuclear Envelope Breakdown	10	CCNB1,CCNB2,CDK1,NUP133,NUP62,NUP85,NUP88,NUP93,PLK1,RAE1
